text,sentiment
@united just informed you don't reimburse for issues due to weather. this is why your flights keep getting Cancelled Flightled--Thor hates you,negative
"@united Midland couldn't get our bags to connect on our Intl flight to Sydney, so have to get em in LA &amp; check em in there.",negative
@united Fantastic job by your people today on ua22 from Dublin. A jam packed plane but the crew was wonderful!!,positive
@united can I just go ahead and live in your premium cabins? I'm in heaven now en route to LHR,positive
@united it's operated by united as it's a heathrow-Newark flight,neutral
@united As a Million Miler I've been delayed plenty. NEVER in the amateurish way@SilverAirwsys does it. I'd be embarrassed to be affiliated.,negative
@united Another delayed United flight. I should not be this surprised or upset. I'm mostly disappointed I have to Cancelled Flight my trip with my dad,negative
@united Thank you Margo at Houston's Bush Intercontinental for getting me home earlier.,positive
@united now you've lost my bags too.  At least nobody has done anything to help out.  This is absurd.,negative
"@united sweet, follow back and I'll get the dm off",positive
@united all good! Next flight was a little delayed so it all worked 👍,positive
@united UA1740 just admit you have no clue when flight will leave Denver. #unfriendlyskies,negative
@united 2nd Late Flight flight today,negative
"@united 3586 from IAD to BUF.  Incredibly loud, and like a third world 70s inner city metro bus.  #lowstandards http://t.co/m67WnBglXQ",negative
@united I am blown away by stellar #custserv !! Thank you &lt;3 http://t.co/JOrEScfb4x,positive
@united 6 hour mechanical delay...killing me,negative
@united. Thanks United for the no running water and Late Flight flight from Grand Rapids to Denver,negative
@united please help! Left my iPad Air 2 on my flight from NYC to Paris yesterday and can’t get in touch with anyone locally. What to do?,neutral
"@united Yeah, bag is on the way. As per usual.  I'm actually getting used to getting it delivered to me, its kind of nice in a sense.",negative
@united How much is baggage check for International flights?,neutral
@united #sfo #ClearVision #TV4U @ United Terminal SFO Airport http://t.co/Q9bYn9pCTf,neutral
@united missing this wedding because of these delays would not be cool,negative
@united it's amazing really.,positive
@united this is me and my partners first trip to #NYC I bought the tickets at the same time Please seat us next to each other ConF# ILC0HP,neutral
@united the lack of customer service is astounding https://t.co/72RMpkOGwu #2daysofhell,negative
@united my bag is a few days Late Flight to me and this is like the 3rd time in the past couple months.  Where my free miles at?!,negative
@united another week has passed and I hoped that I would have had a response by now,negative
@united There are Exit-Row window shades in approx 11% of the windows  of your RJ-145s. &lt;--a frequent flyer http://t.co/aOEaeszDLX,negative
@united can you send a personal plane to get us out of school? It's icing and we don't want to get stuck here @ansleyhutson @emily_donneIIy,neutral
@united to start 3xweekly #B737-900 flights from #NewOrleans to #Cancun on between 9MAY-5SEP #avgeek,neutral
@united we have been told that it's lost...you guys don't know where it is,negative
@united Thanks to supervisor Miriam who provided me with great customer service. #finally,positive
@united Filled out at the airport as part of a long day made longer.,negative
@united -today the staff @ MSP took customer service to a new level. My father passed away last night &amp; you helped me get home today! Thanks,positive
"@united UA6255 delayed out of #winnipeg because the plane was ""frozen""! #fail Will I make my connection on UA1059? #tightconnection #Denver",negative
@united Can I add miles from my January Air China flight to my MileagePlus account?,neutral
"@united Great, thank you!",positive
@united @annricord January 15th.,neutral
@united sorry to hear outsourcing plan. Boise is best staff/cust service in the country. #boise,positive
"@united is pri boarding for ""Active Military"" or only ""In Uniform?"" 90% can't travel in uniform for OPSEC reason, even on official travel",neutral
@united leisure. Military personnel for safety reason R highly recommended to not travel in uniform,neutral
"@united cool, thanks.",positive
"@united is the biggest joke of a company,I will never fly with them again! 3 days now waiting for my bag, they don't even know where it is!",negative
@united why haven't you updated that flight 4411 is delayed? Super frustrating,negative
"@united Hi, I am flying domestic first from SEA to HNL. Can I pay to use the lounge before I fly or this is just for international? Thanks",neutral
"@united Do you mean ""fortunately""? I don't want my flight to be affected! 😉",neutral
@united submitted customer care form Jan 7th. Still no response. A little longer then 7 - 10 business days,negative
"@united speaking of my flight, skateboards are allowed as carry on bagage right? No extra payment needed?",neutral
"@united Hi, I read there are weather warnings on the East Coast of the US. Would a flight from LHR to SFO be affected?",neutral
@united am I allowed to bring a duffle bag and back pack as my carry on and personal item? Flying out of NY,neutral
@united why couldn't you have changed the tire of my delayed UA1127 flight when it arrived instead of waiting until boarding?,negative
"@united I am flying from msp to dxb, my child will turn 2 during the trip do I have to buy a return ticket for my child?",neutral
@united you guys have such big hearts.. keep up the good work,positive
@united Where are my bags!!!  They weren't in LAX like your promised.  9 out of 10 things today were a mess today because of you.,negative
@united received my bag. I appreciate taking care of the matter and following up!,positive
@united so if this game was the one reason I payed for @DIRECTV is there something we could work out here? http://t.co/HQDTK6aTue,neutral
@united Hello. Just wondering how long it might take for Turkish Airlines flights to show up in my United miles. Thanks.,neutral
"@united Direct Messaged you, didn't hear anything back",negative
@united when will you offer real food in american clubs like the amazing food you offer in Heathrow?,negative
@united once again my bag is lost when I travel united!!!! Please do something,negative
@united @annricord both!,neutral
"@united I am a frequent user. Congrats u only lost my bags once in 20 years. Problem, it was today and your staff were rude!😢 still no bag!",negative
@united Sivi Stewart at Lax was fantastic tonight helping to find a lost item for us at the airport.  Much thanks!,positive
@united Got me home amid snow &amp; Cancelled Flightlations; delivered bag w/o hassle; plus no wait on phone &amp; an upgrade. Thank you!,positive
@united so you are saying that customer care does not report to anyone? Their response is humiliating for a company that serves the public.,negative
@united #UnitedAirlines fill out form and never receive response? I expect remedy. We can travel another airline and Cancelled Flight as members w u.,negative
@united thx for checking in. Never got through via phone. On hold over hour. How long is too long to wait on hold? Ugh. #csfail,negative
@united is there a referral program for the Milageplus explorer card?,neutral
"@united be  ""Chicago's hometown airline"" care about your neighbors #SaveTheDiagonals #FlyQuiet #ORDNoise",positive
@united Give Cyndi &amp; Troy each a gold star.,positive
@united our flight attendant @superben was super helpful in finding a bag we left on a flight today. Excellent customer service. Name fits.,positive
